text,label
"Okay guys, we know why we watch film like ""The Invisible Maniac"" (just look at the cover, man!). T and A all over the place (with a lot more T than A). But...shouldn't there be a story to go with it?<br /><br />""C'mon,"" I can hear you say - ""this is just girls gettin' naked! Who needs a story??!""<br /><br />Well, if this were called ""The NAKED Maniacs"", I wouldn't have a problem. But since these guys are cribbing from ""The Invisible Man"", they need to have a bit of story hereabouts, you know, to keep your mind busy.<br /><br />However, all they can muster up is how this crazy doctor creates an invisibility serum and, when he cracks, uses it to spy on naked women and ends up killing a lot of teenagers. And when you see the smarmy-looking teenagers he goes after, you'll be grateful.<br /><br />One star, for the T and A, but there's a little too much gore for you skin fans, so proceed with caution.<br /><br />TIDBIT - yes, it's THAT Savannah.",0
"One of the more satisfying Western all'italiana, Johnny Yuma has the freshness of many WAI made during the heyday of the genre and is highly recommended for fans of the genre or offbeat, intelligent cinema.<br /><br />Johnny Yuma is, in most respects, not terribly original, but this actually does not count against it. The success of a genre film depends on how well it meets the audience's expectations as well as provides surprising variations on these expected elements. Earlier, pleasing experiences are recreated but with subtle (or major) twist that provide continuing interest. The quality of the execution is also, obviously, important. A tired retread will be less successful than a sincere attempt to entertain or move the audience.<br /><br />Given these criteria, Johnny Yuma succeeds. There are numerous reprises of elements from earlier films. The setting is the brutal, twisted semi-feudal twilight world of shared by many of the best ""Gothic family"" westerns made 1964-1968 such as Tempo di massacre (1966). The plot is a combination of the basic Fistful of Dollars (1964) plot and the Ringo films, a fact not surprising as screenwriter Fendiando di Leo was involved in both. Di Leo was one of the best screenwriters in the popular cinema coming out of Cinecitta in the 1960s-70s and his work helped provide much of the thematic continuities and coherency to the genre (Along with a couple of other personalities in a few distinct circles of actors, directors, and screenwriters). In the FOD plot, the protagonist arrives in town, stirs up a tense situation, then undergoes a near-death followed by a resurrection (in some films, like Quella sporca storia nel west (1968) it is quite literally a crucifixion). The Catholic undertone to the narrative and the symbolism is intriguing, especially given the implicit populist/explicit socialist leanings of the filmmakers and their films. The Ringo plot, developed more fully by screenwriter Ernesto Gastaldi in a series of films starring Guliano Gemma, a egoistic protagonist chooses the interest of a community over his own through the medium of a relationship with a member of that community (with a healthy dash ironic uncertainty).<br /><br />The relationship between Carradine and Johnny is clearly based on that of Manco/Mortimer from a Fistful of Dollar (1965). The two scene of the exchange of the gun belts provides a clever dialog and understanding between the two. Numerous films, including Da uomo a uomo (1968) or even El Chuncho, quién sabe? (1967), use this relationship between an older and younger man (father/son, older/younger brother, Anglo adviser/adversary and peasant revolutionary) as a central dynamic to the plot.<br /><br />Additionally, there is the focus on deception and misdirection, mazes and mirrors, that recur throughout the best early WAI. The canons and pueblos of Almeria become literal mazes through which protagonist and antagonist play shifting games of cat and mouse.<br /><br />What distinguishes Johnny Yuma from other WAI is the quality of director Romolo Guerriri's use of visual/psychological space together arrangement with the script's intelligent mechanisms to forward the plot. Dialogue was never very important to the WAI and often absurdly unintelligible (thought there are exceptions, such as the cynical commentaries in Django (1966) or Faccia a faccia (1967).<br /><br />Psychological depth of character is created almost entirely through iconic imagery, it's juxtapositions, and it's description of the overall narrative situation. See how the presence of the deadly Samantha is felt during the beating scene  watching from the roof or from the background of the action. Or how Johnny strips Samantha and Pedro of their security and confidence in their power through his stealthy invasions of their ranch, hotel, even bedroom (this, again, is a theme from FOD). Finally, note how there is a focus on the search for information. Like many elements, this is borrowed from FOD which was ultimately based on the hard-boiled mystery novel Red Harvest. It is through incidental contacts, wanted posters, overheard conversations, glances out of windows, watches left in the dust, or mistaken identities and movements through the ripples created by the actions of Pedro and Samantha within this surreal and absurd reality that the narrative tacks forward to it's conclusion.<br /><br />The movie was notable in it's time for what were perceived of as excesses in violence. Of course, these films were hardly more violent than many American westerns. What was different was the psychological intensity of the violence and the causes to which it was attributed, which is to say that it was not the violence but it's meaning that had changed. Johnny Yuma is distinct and interesting in it's use and portrayal of violence and this is another interesting aspect of the film.<br /><br />What I personally find most interesting about most of this genre is the link it provides to the anonymous, nameless audiences in Italy and Spain to whom these recurrent narratives held some significance and interest. The artifact may have no intrinsic worth in and of itself  some flint debitage from a prehistoric site, a shard of cruse pottery, or a moldering piece of leather and rusted metal  but it is reference to some nameless presence, lives, that were significant simply because they existed. While Johnny Yuma has intrinsic worth, much of it's interest for me derives from this connection and mystery.<br /><br />Top spaghetti western list http://imdb.com/mymovies/list?l=21849907<br /><br />Average SWs http://imdb.com/mymovies/list?l=21849889<br /><br />For fanatics only (bottom of the barrel) http://imdb.com/mymovies/list?l=21849890",1
"This movie is really genuine and random. It's really hard to find movies like it in bunches of movies now in Hollywood. I really enjoy watching this movie, i bought its DVD Tuesday this week and i've watched it for 4 times. I love the Spanglish accent of Paz, it s just really cute as she is. And her acting and Morgan's are so funny and natural.<br /><br />My movie taste might be really different from others but i have to say i really love this movie, the simple is the best!<br /><br />I've learned something more about life from this movie (well, or at least USA's life)... life is really random... Sometimes, u meet someone, they pass by your life and be your friends coincidently, and u don't spend so much time with them, maybe just a while but u enjoy that ''while'' with them, and then u and them will never meet each other again, but the time u are together is really unforgettable. Just keep those moments in your mind as grateful and nice memories...<br /><br />This movie might be cheap in the making price but its meanings are totally not cheap. I rarely can learn anything from movies, but this is an exception.",1
"I loved this movie, and I am one of the older people who is not supposed to enjoy it, or so it seems. No, this movie is not deep -- who cares? These kinds of movies never are. But strangely, there is a message in it. It's that we each have the potential to be whatever we want to be.<br /><br />Parker Posey is great in this movie. I've always thought that she bears some resemblance facially to Katharine Hepburn. So, it's great to see that both Hepburn and Posey made movies about librarians (Hepburn's is The Desk Set). All librarians, especially those with a sense of humor, should see Party Girl.<br /><br />I gave this movie an 8. It is not by any means a great film by cinematic standards, although there are some nice shots in it. But it is incredibly charming and entertaining.",1
"If this movie as meant to discourage people from doing drugs, it fails. I was ready to start using them I got waiting for something to happen and nothing ever really did. This movie is neither horror or drama. It's just the paranoia of meth users. This movie may win an award for the using the ""F"" word so many times and so uselessly. It was not well stated, but I felt like they were making Meth to replace Meth they owed to someone. Hector just got worse and more paranoid as the movie went on and the girl just got more hopeless. The ending really made no sense. The movie made no sense unless it was just showing how annoying is is to be stuck in a house in the middle of nowhere with a meth-head. I relied on the other feedback when I decided to watch this movie and the rating on this movie should be a much lower average.",0
"This movie is not as horrible as most Sci-Fi Channel movies. I am used to seeing the gray CGI blobs and the amateurish special effects such as close-ups of fake blood that make it very obvious that the blood is strawberry syrup or some other syrup variation. However, I had thought that I had seen all the possible lows that the Sci-Fi Channel could hit. Then I saw this movie.<br /><br />Imagine a hand inside a rubberized sock that is glazed with syrup? Those are the main Alien Vampires in this movie. You can clearly see the fingers inside the rubbery sock puppets. A talking hand comes out of the guts of victims, and the Vampire who is on the Vampire Hunter's team can talk to these Rubber Sock puppets in Transylvanian. How did Alien Vampires learn Transylvanian? And isn't Transylvania in Romania? So shouldn't they be talking Romanian? Why would some little town have their own language? If you can suspend your gag reflex and get past the talking rubber socks with the fingers clearly moving inside the Aliens' heads; then you have to deal with the other alien vampires. There are the ""Leatherfaces"" who like to wear the faces of their victims. Then there are the just plain ugly ones that all seem to have a lot of facial scars. Then there are the annoying Valley Girls and their boyfriends who are human traitors and sneak into space colonies so that they can sabotage the Defense Systems so that these Space Vampires can attack.<br /><br />Finally, if you think all of the above is funny and worth a laugh, you have to deal with the third rate cast of Network TV rejects that make up this team of stereotypical angry heroes which are constantly fighting among themselves. Why does almost every Sci-Fi Channel movie have to use lead characters that are annoying, abrasive, crude, or just totally unsympathetic? I found myself hoping the talking rubber socks would win.",0
"This movie is being shown over and over on cable lately, so..<br /><br />There is no excuse for these 2 attractive women to fight over either Luke Wilson or the equally vapid 'villian' in this movie. The female actresses are very cute, and that's the only reason to watch this movie. I suppose it is 'funny' that Luke's even uglier/dorkier/stupider friend is around, but well, that is what we get.<br /><br />Neither of the female leads would ever, EVER talk to any of the males in this movie for more than 5 minutes. What we get is them sobbing and crying and fighting and so on over 2 guys that were best described in Friday the 13th 4. Dead *@$#",0
"All Dogs Go to Heaven is, in my opinion, the best animated film ever made. I'm not really a big fan of animated films, but there's something about this one that makes it better than any other animated film I've seen. The music is wonderful as is the performances of Burt Reynolds, Dom Deluise, and especially Ken Page as the King Gator. ""Let's Make Music Together"" is perhaps one of my favorite songs from any movie musical I've seen. This is definitely a must see for people of all ages.",1
"I disagree with much that has been written and said about this supposed ""masterpiece"" of the German New Wave: <br /><br />1) There are major flaws in simple exposition, in the basic communication of critical plot points, as relating to Maria's abortion and the secret contract between Oswald and her husband. How many viewers understood that the husband agreed, in exchange for substantial financial remuneration, not to return to and reclaim his wife until Oswald was dead?<br /><br />2) The ending is highly unsatisfying because arbitrary and accidental. The original screenplay called for Maria to commit suicide after the reading of Oswald's will, on finding out that her husband had in effect sold their marriage to Oswald. In the final version, however, Maria only runs water from a faucet across her wrist in a gesture of suicide. Maria is then summarily blown up, rather than having to confront and live with the consequences of her self-delusion and moral compromise.<br /><br />3) Fassbinder seeks to forcibly superimpose the public on the private, the political on the personal. Contrary to what the critics and ""experts"" assert, I don't think it works. Merely intruding historic radio news or the sound of the jackhammers of German reconstruction in the soundtrack on the dramatic events of the movie does not make those historical events integral to the drama. <br /><br />The selfish ambition of Maria's rise from poverty to prosperity is meant to parallel the so-called economic miracle of postwar Germany. Maria is thus intended to be a woman specific to and reflective of her time and place, but is in reality unoriginal and nonspecific. Women have been asserting their independence by using sex for self-advancement for ages. <br /><br />4) Lastly, there are several instances of inexcusable sloppiness and amateurishness -- Fassbinder's drug addiction and consequent impatience and inattention have had their effect. Unknown people talk off screen without ever being seen; music is clumsily intrusive in places; and melodramatic posturing sporadically substitutes for acting.<br /><br />Strangely, for a movie condemning a country for willful collective amnesia of the holocaust, it itself never mentions it once.",0
"This movie was just as good as some of the other westerns made by Anthony Mann and James Stewart like Winchester '73 and The Naked Spur, and much better than Thunder Bay and Bend Of The River. This film starts out like a run of the mill western but gets more complex as it goes along. It starts out with Jimmy Stewart and Walter Brennan arriving in Seattle and Stewart is charged with murder. He is found innocent but is cattle is stolen by a corrupt judge. Stewart then agrees to lead something but i forget what it is but Stewart only cares about getting his cattle back. As the movie goes along it's like Stewart only cares about himself just like his character in the Naked Spur. It gets much better at the halfway point after they arrive in Alaska. This is one of Stewart's better westerns.",1
"""This Man's Navy"" is, as other comments have indicated, a rare and well-filmed look at Navy lighter than air (LTA) activities. The LTA crews were justly proud that the convoys they shadowed never lost a ship to submarine attack. And the filming at the various NAS locations give a valuable glimpse at a type of aviation that is long gone. However, the first half of the movie is all about Beery, his relationship with his service pals, and him meeting the Tom Drake character and his mother, and getting Drake's leg fixed. Only then does the second film start. The second film is mostly LTAs in action, taking on a surfaced sub, guys get killed and much damage is caused. The look is fairly gritty and realistic, I imagine. Then we shift to Southeast Asia. Did the Navy have LTAs there? Never mind, this part is really wild, with a blimp being used to extract some downed aircrew from the jungle. And the Japs are shooting like mad. Shades of Vietnam, except the getaway is oh, so leisurely. This is a blimp we're talking about. In the end, a feel-good WWII drama about a very unusual part of the war.",1
"I honestly had somewhat high expectations when I first began to watch this movie, but it turned out to be probably one of the most boring films I have ever seen!<br /><br />First of all, the pace is incredibly slow, so it seems much longer than it is (and it's not short).I'm sure when Jane Austen wrote the book, she made it several pages long, filled it with description, and didn't intend for people to read in in one day, or it might drag and lose it's appeal, which ""Emma"" most certainly did. Now ""Sense and Sensibility"" had this flaw of a slow pace, but at least it had lively lines to make up for it, as well as some good performances!<br /><br />That brings me to flaw #2, which is of course, the acting. While I don't happen to care for basically anybody involved in this film, I am sure they are capable of good work, but I didn't see much of it in this movie. It was like people were trying too hard to be witty, too hard to be ""upper-class"", too hard to be British (well, some of them), so they all just came off as a bunch of actors and not as people.<br /><br />#3. The cast, as I said, seemed only like actors, and not actually like the people they were playing. Maybe that's a good thing, because the people they played really weren't all that nice. Why did everybody like Emma, for example? Sure, she was nice to the rich, handsome people in front of them, but she was an awful gossip behind their backs. If her friends were ""ugly"", then she didn't even bother to go behind their backs. So, why is this girl so great? Why do people have to tell stories, ""just to make her laugh?"" Of course the snob couldn't even do that right. I have enough problems with Gwyneth Paltrow as Gwyneth Paltrow, and her ""Emma"" did not exactly change my opinion.<br /><br />Well, it's easy to see that I did not care for this one. I'm sure it's a lovely book and all, but some books are really not meant to be made for the big screen, and ""Emma"" is one of them.",0
"Ok, so, this is coming a few weeks late, but it is here. Mostly, this is because of statements of various negative natures. Starting with the technology. When Star Trek: TOS ran, special effect technology was extreamely low tec, and more than that, the crew had little money to do any kind of proper mock ups. In the 35 years seince TOS premiered, the crew of Star Trek have become experts at economy.<br /><br />Ultimately, they have decided, quite rightly in my mind, to abandon the look of TOS and reverse engineered TNG et all. So what if they decided not to make the transporter out of gold glitter or made the phase pistols look closer to the ones from Star Trek II? As for the nits being picked about first contact with the Klingon Empire, it was presumed based upon comments made by Kirk and Riker that Earth only met the Klingon's in 2200. Nothing was firmly established.<br /><br />Enterprise gives us the most promising venue of exploration that we've seen in a while. This is what Voyager COULD have been. No series can evolve without a few inconsistancies, but be thankful that Star Trek has so few. So, quit gripping and enjoy.",1
"One of my favorite movies which has been overlooked by too many movie goers, an observation which mystifies me. Not only directed by the acclaimed Ang Lee,it had many young actors who were to become major stars, e.g., Tobey Maguire (before Spiderman), Skeet Ulrich (before Jericho), Jonathan Rhys Meyers (before Tudors), James Caviezel, Simon Baker, Mark Ruffalo, Jeffrey Wright, Tom Wilkinson, and Jewel. All of the acting was superb and each of the actors mentioned gave memorable performances, especially Meyers who portrayed an evil villain who killed for the sake of killing.<br /><br />When the biographies and accomplishments of the director ( even when he won an academy award) and the actors are listed, this film is usually omitted from their past performances. I discovered the film on DVD by accident and it became one of my most often watched films. However, it is seldom every seen on cable. I look forward to reading what others suggest are the reasons this film is not well known.",1
"The fact that someone actually spent money on such a bad script, is beyond me. This really must be one of the worst films, in addition to ""Haunted Highway"" I have ever seen. BAD actors, and a really bad story. There's no normal reactions to any event in this film, and even though it's Halloween , normal people would have bigger reactions when they're witnessing their father being killed, not to mention gutted, people with tape covering their airways, not being able to breathe (in a room with at least 50 people I might add) and some person dressed up as Satan dragging dead people out of his house, even an 8 year old would see the difference between a doll and a person. Not to mention the fact that no one could possibly be that naive and dumb to believe the reality of Satan and Jesus' appearances on the same day, like this kid does. When i was 8, I sure had more brains than that. <br /><br />But, the really stupid thing is that everyone else seems to be falling for this mute Satan look-alike as well, no questions asked. The question throughout the film is, is it really Satan, or is it some crazy person killing people off whenever he feels like it? Well, he's got human hands, arms, built and whatever, so I guess he's supposed to be in the movie as well, otherwise they did a lousy job concealing it. Then, with this person being human and all, he was able to kill an old lady, a man and his mistress, 5 (!!???) cops (all with guns and training i presume), and a few other people.....and obviously everyone was just standing there waiting for him, or what?<br /><br />The whole concept and way of telling the story is absolutely the worst thing I've seen, and I would never recommend anyone to waste 1 hour and 30 minutes of their lives to watch this total crap.",0
"This movie is NOT the same as the 1954 version with Judy Garland and James Mason, and that is a shame because the 1954 version is, in my opinion, much better. I am not denying Barbra Streisand's talent at all. She is a good actress and brilliant singer. I am not acquainted with Kris Kristofferson's other work and therefore I can't pass judgment on it. However, this movie leaves much to be desired. It is paced slowly, it has gratuitous nudity and foul language, and can be very difficult to sit through.<br /><br />However, I am not a big fan of rock music, so it's only natural that I would like the Judy Garland version better. See the 1976 film with Barbra and Kris, and judge for yourself.",0
"This is a really dumb movie. It could be fun with the cool looking aliens and the country setting, but it just isn't.<br /><br />Some aliens hear the broadcast of War of the Worlds when a small country radio station plays it on Halloween. They come to Earth to kill humans, but instead of killing, they make people their slaves and act goofy. The front cover of the film shows these aliens riding surfboards in space...not really what they do. These aren't party aliens, they are stupid cartoonish idiots with annoying high pitched modulated voices. The alien with the most tolerable voice also happens to be the Jack Nicholson rip-off alien who always wears his sunglasses. Other than the aliens, the acting is terrible. The writing is obviously meant for children, because every character is written like a kid.<br /><br />This is a dumb movie, that only children will appreciate, maybe.<br /><br />My rating: 1/2 out of ****. 100 mins. PG for mild language.",0
"Emilio Miraglia's first Giallo feature, The Night Evelyn Came Out of the Grave, was a great combination of Giallo and Gothic horror - and this second film is even better! We've got more of the Giallo side of the equation this time around, although Miraglia doesn't lose the Gothic horror stylings that made the earlier film such a delight. Miraglia puts more emphasis on the finer details of the plot this time around, and as a result it's the typical Giallo labyrinth, with characters all over the place and red herrings being thrown in every few minutes. This is a definite bonus for the film, however, as while it can get a little too confusing at times; there's always enough to hold the audience's interest and Miraglia's storytelling has improved since his earlier movie. The plot opens with a scene that sees two young girls fighting, before their grandfather explains to them the legend behind a rather lurid painting in their castle. The legend revolves around a woman called 'The Red Queen' who, legend has it, returns from the grave every hundred years and kills seven people. A few years later, murders begin to occur...<br /><br />Even though he only made two Giallo's, Miraglia does have his own set of tributes. It's obvious that the colour red is important to him, as it features heavily in both films; and he appears to have something against women called 'Evelyn'. He likes castles, Gothic atmospheres and stylish murders too - which is fine by me! Miraglia may be no Argento when it comes to spilling blood, but he certainly knows how to drop an over the top murder into his film; and here we have delights involving a Volkswagen Beetle, and a death on an iron fence that is one of my all time favourite Giallo death scenes. The female side of the cast is excellent with the stunning Barbara Bouchet and Marina Malfatti heading up an eye-pleasing cast of ladies that aren't afraid to take their clothes off! The score courtesy of Bruno Nicolai is catchy, and even though it doesn't feature much of the psychedelic rock heard in The Night Evelyn Came Out of the Grave; it fits the film well. The ending is something of a turn-off, as although Miraglia revs up the Gothic atmosphere, it comes across as being more than a little bit rushed and the identity of the murderer is too obvious. But even so, this is a delightfully entertaining Giallo and one that I highly recommend to fans of the genre!",1
"The movie takes place in a little Swedish town where everybody knows each other. Here Mia visits her parent for the birthday of her father, a which occasionally always have some kind of tragedy, the question is just what will it be this year, and you will be surprised... It is an extremely well composed movie, with a story which has a perfect balance of humor and seriousness, which is rarely seen. You get happy, you get hurt, and basically everything in between. Finally you can't help falling in love with Mia(if you are a boy I guess(the main actress)) She is an extremely well chosen actress, as a lot of the other actors/actresses.<br /><br />Enjoy",1
"The plot and characters are ridiculous and barely qualify AS ""plot"" and ""character"". The biggest problem is the fact that everything is dark, out-of-focus, and blurry. The fact that Fulci filled the whole movie with mist doesn't help. On the other hand, the whole thing is completely bizarre and filled with sex and violence. The inconsistencies are pretty entertaining, one of the main characters says he has no friends, yet he latches onto the new guy in a minute of screen time, and has a whole gaggle of women on the side. Though he does show his anti-social tendencies by randomly putting an arrow in some poor b*****d who's just minding his own business!Images of blood or gore flowing get more attention than the characters but what do you want from Fulci. Maybe it ruined his career, but it wasn't really much more stupid than Zombie. Worth a rental if you like gory Italian flicks or are desperate for sword and sorcery or something bizarre. How do you sleep through someone getting sucked into a pit 2 feet from your head and screaming for help?",0
"The premise of the movie has been explained and if you've gotten this far you don't me to pretend that I'm a movie critic. With that being said my own opinion of the movie is quite low. I'm a fan of Takashi Miike but this goes down in the category of his not so great work along with DOA 2 and 3, and some others (many).<br /><br />The movie seems to get a free pass because it is a Takashi film and nothing Takashi does can be wrong. This is a highschoolers approach to cinema. For the rest of us we'll find and hour and a half of a kid screaming for no real reason completely annoying (and yes, this does take away from the film), the pace of the film almost reaching levels of rigomortis, and the acting...well...hmmm. <br /><br />If one is a Takashi fan you'll see it regardless to peak your interests. It lacks any originality (see the Neverending Story) or any character development from the lead character in the face of conflict other then a quite superficial one. <br /><br />As it has been pointed out this is the first film Miike has been credited with co-writing, but that doesn't mean much as non of what we'd hope would be Miike's personality would spill over into the screen. All we get are some of the token Miike shots vis the director of photography.<br /><br />The movie had the potential to be something great. The premise is not a difficult one to run wild with. But this one seemed to have been run into the ground.<br /><br />My suggestion is if you're just getting into Miike is go with some of the standards like Gozu, Ichi, and Audition. Then movie into his works like Blue's Harp, Fudoh, Rainy Dog, Bird People of China.",0
"Mardi Gras: Made in china is an excellent movie that depicts how two cultures have much in common but, are not even aware of the influence each society has on one another. David Redmon open your eyes and allows you to see how the workers in china manufactures beads that cost little to nothing and are sold in America for up to 20 dollars. When Redmon questions Americans about where these beads come from they had no clue and seemed dumb founded. When he told them that they are made in China for less then nothing with horrible pay and unacceptable working conditions, Americans seemed sad, hurt, and a little remorseful but didn't really seem that they would stop purchasing the beads after finding out the truth. When Redmon questioned the workers in china they did not know that Americans were wearing them over their necks and paid so much for these beads. The workers laughed at what the purpose was behind beads and couldn't believe it. This movie is a great film that gives us something to think about in other countries besides our own.<br /><br />M. Pitts",1
"And it falls squarely into the category of ""awesomely bad"" - ie a movie drunk students would rent to get a kick out of. I was at the sci fi movie festival and all I remember is a wave after wave of hysterical laughter as this movie premiered. Other critiques will better describe this movie's fecal nature, and I felt oh-so-bad at the poor guy from the production company who had turned up, obviously to gauge the audience's reaction. What he got was the sci fi equivalent of a drunken student audience, and after a ""serious"" anime movie, I think it was ""sky blue"", the audience was in a sombre mood, and then this movie opened and within seconds everyone in the room was rolling in the isles. I will bullet point the worst parts;<br /><br />Script: The funniest, and worst part of this movie, it clunks along a linear and predictable road with the occasional ill-thought-out aside. Rubbish, but eminently laughable.<br /><br />Animation: Poorly done, and put together, if you can put up with drab backgrounds and gradually skimpier costumes for the heroine (I know I can!), then watch out for the montage where she ""trasforms"" from a Swedish peasant girl into LADY DEATH!!!<br /><br />Characters: So one-dimensional its painful, there is a brief backstory (with side-splitting lines of dialogue) and little light is shone on the actual motivation behind some of the main characters.<br /><br />So, in a nutshell, if you've got a captive audience and a few beverages lying around (try and make sure they're alcoholic to ease the pain), then slip this movie into the DVD and get in a ""mystery science theatre 3000"" mindset. There is no other motivation to watch this movie other than to laugh at it, and its not meant to be a comedy. DO NOT WATCH THIS MOVIE ALONE. It could possible be even more boring to watch solo than ""New World"" with Colin Farrell as you won't be able to have a laugh at the ridiculousness with a friend or two.",0
"This movie explores the difficulties that strain hopes, dreams, love and friendship, and incorporates humour beautifully. Along with a stunning cast and brilliant filming, the sound track enhances and amplifies the atmosphere and mood of this work of art. All actors and actresses give an extremely good performance, surpassing expectation in every way. Parminder Nagra is brought on to the big screen for the first time in this film, and she is exceptional, capturing the vividness and vitality that this movie is all about. Keira Knightly also works well with her co-stars, and this is her best work so far.<br /><br />All in all, this is brilliant film, and one that everyone should make the effort to see at least once.",1
"I'm really surprised this movie didn't get a higher rating on IMDB. It's one of those movies that could easily get by someone, but for romantic comedy ""Moonstruck"" is really in a class by itself. It's setting and ethnic charm are things people seem to take for granted. The casting alone makes it a nearly perfect movie. Few movies in the 1980's were as good as ""Moonstruck""and it's funny too. **** out of *****",1
"Incredibly muddled, off-putting and ultimately ludicrous (""the horses, oh my God, the horses!"") thriller. It's creepy at times, but it has one of the worst scripts ever written for a horror film. Watch how in the final 10 minutes everybody ""magically"" does exactly what the plot needs for the ""resolution"" to occur. Bland performances by the leads, a typically eccentric one by Richard Lynch. The video transfer is a real hack job, cutting scenes in half and making the movie even more difficult to understand. 0 out of 4 stars.",0
"Pushing Daisies is just a lovely fairy tale, with shades of ""Amelie""'s aesthetic and romance. It's got a beautiful palette, its shots well thought out and detailed, its names and dialogue whimsical and too cutesy to be real, its imagination great, and its romance deep.<br /><br />Watch the blue in the sky pop out at you, as blue can't be found in the rest of the sets or shots (with few exceptions).<br /><br />Watch a weirdly natural and totally satisfying song break out of a scene.<br /><br />Its score is gorgeous, its cast is supremely likable, there's great music, and the two leading romantic stars can't touch each other or she'll die. How much more sexual tension do you need? (Actually, I had wished they found a way around this one, but c'est la vie).<br /><br />It is simply a show that it is a pleasure to spend an hour with, and I recommend it highly. There hasn't been other television quite like it, and I would like to see more. It got me through a flu one crappy week, as it makes for good company.<br /><br />Bring it back!",1
"William Russ is the main character throughout this made for TV movie. He left his family behind to only reappear and begin paying off his debts. But he tries to keep away from his family. Thats where Peter Falk (Colombo) comes in, playing several different roles, to convince him to come home.<br /><br />The story is average and they actually managed to get a former star (Peter Falk) and use him to a fairly nice degree. But William Russ wasn't truly a star. However, it appears his acting is still OK.<br /><br />I found the delivery and story very cheesy in how everything was predictable. In fact, the last 20 minutes I could almost dictate word for word before it happened. A good movie should never be like that.<br /><br />Overall, it was a sub-par movie. In a letter grading system, it would receive a ""D"".",0
"I don't remember the last time I reacted to a performance as emotionally as I did to Justin Timberlake's in ""Edison."" I got so emotional I wanted to scream in anguish, destroy the screen, readily accept the hopeless cries of nihilism. Timberlake is horribly miscast; in fact, casting him is like casting Andy Dick to play the lead role in ""Patton,"" or Nathan Lane to play Jesus. But that is almost beside the point.<br /><br />Timberlake is simply a bad actor and he would be equally terrible in any role. I used to have problems with Ben Affleck's acting talent, but Timberlake makes Affleck look like Sir Ian McKellen or Dame Judi Dench. With his metrosexual lisp (read lithp), his boyish glances and emotional expressions which derive from something like ""The 25 Cliché Expressions for Actors,"" he poisons the screen upon which he is inflicted mercilessly, and no matter how you slice it, I do not and will not buy his role as an amateur-turned-crusader-for-justice journalist. It simply will not fly.<br /><br />However, Timberlake alone isn't to blame for his failure. Director David J. Burke puts him not only in the (essentially) primary role, but also places him aside Morgan Freeman, Kevin Spacey, John Heard, Dylan McDermott, Cary Elwes and (I'm surprised he was as good) LL Cool J. I can imagine one almost physically suffering watching some of this cast interact with Timberlake.<br /><br />There is an upside to this of course: the moment any of these actors interact without Justin there it feels like a double relief. A pleasure, if you will. Freeman and Spacey may not have more than 10 minutes of screen time alone together, but that ten minutes is blissful in contrast to their scenes with our so-called hero. Dylan McDermott is also a breath of fresh air.<br /><br />But enough of Timberlake bashing - words aren't enough in this particular case to do the trick. ""Edison"" is a very, very run-of-the-mill corruption story. It's plot ranges from cliché to simply preposterous. I do, however, admire the motivation behind making it, which I interpret as an homage to films like ""Serpico,"" or ""Donnie Brasco,"" or maybe even ""Chinatown."" Don't get me wrong - ""Edison"" is not even in the same ballpark as these films, but I can stretch my suspension of disbelief to admire its reason for existence, perhaps to justify my sitting through it.<br /><br />The script, in and of itself, features some surprisingly bad writing. Yes, it has some decent interchanges, but any conversation between Piper Perabo (who is wasted here) and Timberlake seems like it was lifted straight out of a Dawson's Creek episode. It's your typical far-too-glib-for-reality, let's-impress-the-audience-with-how-well-we-articulate (and fail) dialogue. This dialogue, mind you, is punctuated by great music at the wrong moments - sometimes it feels like ""Edison"" wants to morph into a music video, where the emotion of the scene is not communicated through acting, but precisely through the badly chosen music and variant film speeds (read slow-motion).<br /><br />Thinking about it, ""Edison"" is a curiosity. It's sure as hell got a cast to kill for but the performances are marred by Timberlake who simply doesn't work. In film as in most art, if one thing is off, the whole thing feels off. Directors must make tough choices. David J. Burke missed the mark here. Some of the scenes play well in and of themselves, but as a whole, they don't seem to fit like puzzle pieces from different puzzles forced into one incoherent picture. And it's not particularly an exciting puzzle to begin with.",0
"I don't understand why making remakes has become the trend. Every remake I have ever seen is awful, and this is no exception. If any of you have seen the quote from Ben Jones, that it is a ""sleazy"" piece of trash, he is quite right. Why they would take a wonderful television show, which I loved, have never missed an episode, and own seasons 1-4 on DVD, and ruin it, I'll never know. The television show was a family show, and although Daisy has the body, it was really flaunted, or even addressed in the show, save the outfits. A family show has been turned in to a dirty piece of garbage, and I wouldn't recommend anyone go see it. Another thing I didn't like was that John Schneider and Tom Wopat are excellent actors (along with the rest of the original cast), and they are also extremely cute. The new Bo and Luke are not even a little cute. That was one of the drawers for the show. The casting is terrible. They could have at least gotten a brunette for Daisy. I don't think Burt Reynolds is a qualified Boss Hogg, either. Every other role he has ever played is totally opposite this role. The only role they cast halfway decent is Willie Nelson as Uncle Jesse, but still it is no comparison. Denver Pyle is an actor all his own, and that made him perfect for the role. I think that the casting is awful, the story is awful, and all in all ruined a wonderful show and turned it into a dirty, terrible movie. I wouldn't recommend anyone go see it. I only saw it out of curiosity, plus there was a free ticket in season 4 DVD. I would never have paid to see this movie, but it was free. DON'T PAY TO SEE THIS MOVIE.",0
